PAID;FECHA_REGISTRO;UNIDAD_NOMBRE;PROYECTO_RNPC;UNIDAD_DEPARTAMENTO;DESTINO_DEPARTAMENTO;DESTINO_CIUDAD;ATENCION_TIPO_TRAMITE;ATENCION_DESTINO;ATENCION_TEMA;ATENCION_MOTIVO;ATENCION_ESTADO;PERSONA_RANGO_EDAD;PERSONA_CONDICION_DISCAPACIDAD;PERSONA_POBLACION_ESPECIAL;PERSONA_GENERO;PERSONA_PROFESION;PERSONA_ACEPTA_HABEAS_DATA;TIPO_EMPRESA;EMPRESA_TIPO_DOCUMENTO;EMPRESA_RAZON_SOCIAL;ESTADO_SERVICIO;CAUSAL;TIPO_PRODUCTO;NOMBRE_PRODUCTO;VALOR_PRODUCTO;FECHA_ADQUISICION;FECHA_ULTIMO_ENCUENTRO;FECHA_FIN_ULTIMO_ENCUENTRO;FECHA_FIN_REAL;ENCUENTRO_ACORDADO;FECHA_CONTRATO;DURACION
1132651;21/09/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Inconformidad con la información suministrada;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;GRUPO PREVIRED COLOMBIA S.A.S.;CERRADO-DCIU;Información o publicidad engañosa;Servicio;Tratamiento Odontologico;4950000;17/08/2023 0:00;25/09/2023;25/09/2023;25/09/2023;NO;;4
1135670;25/09/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Incumplimiento en la entrega de la información mínima del bien o servicio;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;IPS CLINICA PREVIRED S.A.S;CERRADO-DCIU;Información o publicidad engañosa;Servicio;Tratamiento Odontologico;4950000;17/08/2023 0:00;6/10/2023;9/10/2023;9/10/2023;NO;;14
1137030;26/09/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;GINO PASSCALLI;CERRADO-IAP;Incumplimiento contractual;Bien;Cambio del producto. ;156600;30/06/2023 0:00;9/10/2023;9/10/2023;9/10/2023;NO;;13
1134257;22/09/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;REINDUSTRIAS;CERRADO-NA;Incumplimiento de la garantía;Bien;Garantia de vehiculo ;77000000;28/12/2021 0:00;5/10/2023;5/10/2023;5/10/2023;NO;;13
1240894;23/11/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;AMBIENTES DECORATIVOS CORTINAS & PERSIANAS;CERRADO-ICOM;Incumplimiento de la garantía;Bien;PERSIANAS Y CORTINAS ;1000000;26/09/2023 0:00;27/11/2023;4/12/2023;4/12/2023;NO;;11
1133532;22/09/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;<CONSTRUCTORA ANDALUCIA DISEÑO Y CONSTRUCCION;CERRADO-NA;Incumplimiento contractual;Bien;Accesorios de baños de apartamento ;600000;28/06/2023 0:00;29/09/2023;29/09/2023;29/09/2023;NO;;7
1250847;1/12/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;INVERSIONES MEGAMOTOR;CERRADO-NA;Incumplimiento de la garantía;Bien;Garantia de vehiculo ;10500000;31/08/2023 0:00;1/12/2023;4/12/2023;4/12/2023;NO;;3
1181890;23/10/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;INFORMAL;;PUNTONET;CERRADO-IAP;Incumplimiento de la garantía;Bien;GARANTIA CELULAR;700000;11/06/2023 0:00;6/11/2023;9/11/2023;9/11/2023;NO;;17
1239591;23/11/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Turismo;Tiquetes;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;INVERSIONES ARTEGA CUSIS SAS;CERRADO-NA;Servicios turísticos;Servicio;TIQUETES;35000000;27/09/2023 0:00;12/12/2023;13/12/2023;13/12/2023;NO;;20
1250830;1/12/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;ALMACEN ELETROPHILIPS;CERRADO-IAP;Incumplimiento de la garantía;Bien;CABINA DE SONIDO;320000;16/05/2023 0:00;1/12/2023;4/12/2023;4/12/2023;NO;;3
1251154;1/12/2023;CR NEIVA;Casas del Consumidor Regional;HUILA;HUILA;NEIVA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;DECORCERAMICA;CERRADO-NA;Incumplimiento de la garantía;Bien;PISOS ;4000000;5/01/2023 0:00;6/12/2023;7/12/2023;7/12/2023;NO;;6
1092723;27/07/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;1-18 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;CLINICAS ODONTOLOGICAS COODONTOLOGOS S.A.S.;AGENDADO;Incumplimiento contractual;Servicio;Contrato servicio de ortodoncia ;753400;29/03/2021 0:00;8/08/2023;;8/08/2023;NO;;12
1092724;27/07/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;CLINICAS ODONTOLOGICAS COODONTOLOGOS S.A.S.;AGENDADO;Incumplimiento contractual;Servicio;servicios para corregir paladar hendido de maxilar superior e inferior;1511000;1/02/2021 0:00;8/08/2023;;8/08/2023;NO;;12
1092174;26/07/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;NO;FORMAL;NIT;LIFETIME CLUB SAS;AGENDADO;Derecho de Retracto;Servicio;Contrato de prestación de servicios en la intermediación de tarifas negociadas y reducidas No. LBC-6000408;1500000;17/07/2023 0:00;2/08/2023;;2/08/2023;NO;;7
1091825;26/07/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;bike store company;CERRADO-ICOM;Incumplimiento contractual;Bien;Vehículo - Moto;3400000;9/06/2023 0:00;28/07/2023;28/07/2023;28/07/2023;NO;;2
1302855;12/02/2024;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;No indica;SI;INFORMAL;;CLINICA OAT;CERRADO-IAP;Incumplimiento de la garantía;Bien;montura sub m2786 gradosol café 025;150000;15/11/2023 0:00;21/02/2024;21/02/2024;21/02/2024;NO;;9
1209043;8/11/2023;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;CENTRO DE ENSEÃANZA ACADEMIA COLOMBIANA DE CONDUCCION S.A.S.;CERRADO-ICOM;Incumplimiento de la garantía;Servicio;CLASES TEÓRICAS Y PRÁCTICAS CONDUCCIÓN DE MOTO;760000;12/09/2023 0:00;10/11/2023;10/11/2023;10/11/2023;NO;;2
1306973;15/02/2024;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;CENTRO DE ENSEÑANZA AUTOMOVILISTICA CAFE CUBA;CERRADO-IAP;Incumplimiento contractual;Servicio;CURSO DE ESEÑANZA DE CONDUCCIÓN;1060000;30/12/2023 0:00;26/02/2024;27/02/2024;27/02/2024;NO;;12
1299014;7/02/2024;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;ELECTROJAPONESA S.A.;CERRADO-ICOM;Incumplimiento de la garantía;Bien;LAVADORA HACEB;1600000;2/12/2023 0:00;7/02/2024;7/02/2024;7/02/2024;NO;;0
1305868;14/02/2024;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;No indica;SI;INFORMAL;;INDUSTRIAS LUGO PEREIRA;CERRADO-ICOM;Incumplimiento de la garantía;Bien;7 tablones color naranja;490000;7/12/2023 0:00;19/02/2024;19/02/2024;19/02/2024;NO;;5
1273780;13/12/2023;CB USME;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USME;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;INFORMAL;;autos marca om - oscar german mariño;CERRADO-ICOM;Incumplimiento contractual;Bien;CAMIONETA CHEVROLET VITARA;36000000;10/04/2023 0:00;20/12/2023;24/01/2024;24/01/2024;NO;;42
1148415;4/10/2023;CB USME;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USME;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;IMPORTADORA GRAFICA;CERRADO-ICOM;Incumplimiento de la garantía;Bien;impresora;3980000;15/06/2023 0:00;17/10/2023;17/10/2023;17/10/2023;NO;;13
1147893;4/10/2023;CB USME;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USME;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;IMPORTADORA GRAFICA;CERRADO-IAP;Incumplimiento de la garantía;Bien;impresora;3980000;15/06/2023 0:00;11/10/2023;4/10/2023;4/10/2023;NO;;0
259646;9/09/2020;CB CHAPINERO;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CHAPINERO;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;MEDPLUS PREPAGADA;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;servicio prepagada;827200;3/06/2019 0:00;9/09/2020;11/11/2021;11/11/2021;NO;;428
388599;12/04/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;DISTRIBUCIONES ETG S.A.S;CERRADO;Incumplimiento de la garantía;Bien;Equipo De Sonido LG;1512000;7/02/2021 0:00;19/04/2021;19/07/2021;19/07/2021;NO;;98
577198;28/10/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;SISTECREDITO S.A.S.;CERRADO;Incumplimiento de la garantía;Bien;NEVERA MARCA MABE;1050000;5/01/2021 0:00;2/11/2021;2/11/2021;2/11/2021;NO;;5
669690;15/03/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;vivencias distribuciones ;CERRADO;Operaciones bajo sistemas de financiación;Bien;NEVERA MARCA MABE;3000000;15/09/2021 0:00;18/03/2022;18/03/2022;18/03/2022;NO;;3
717447;4/05/2022;CR ARMENIA;Casas del Consumidor Regional;QUINDIO;QUINDIO;ARMENIA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;INFORMAL;;walker tennis;CERRADO-NA;Incumplimiento de la garantía;Bien;Guayos marca Nike;160000;31/03/2022 0:00;10/05/2022;10/05/2022;10/05/2022;NO;;6
721017;9/05/2022;CR ARMENIA;Casas del Consumidor Regional;QUINDIO;QUINDIO;ARMENIA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Técnico;SI;INFORMAL;;SERVIREPUESTOS IMPORTADORES DE AUTOPARTES;CERRADO;Incumplimiento de la garantía;Bien;KIT DE EMBRAGUE;380000;22/04/2022 0:00;19/05/2022;19/05/2022;19/05/2022;NO;;10
733305;19/05/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Tecnólogo;SI;INFORMAL;;SURTIMOTOS ;CERRADO;Incumplimiento de la garantía;Bien;CILINDRO DEL MOTOR DE UNA MOTO ;196000;7/03/2022 0:00;26/05/2022;27/05/2022;27/05/2022;NO;;8
893030;8/11/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Desplazado;Mujer;Profesional;SI;FORMAL;NIT;CELFIAO TECNOLOGIA;CERRADO-IAP;Incumplimiento contractual;Bien;CELULAR REDMI 10A;530000;25/07/2022 0:00;15/11/2022;29/11/2022;29/11/2022;NO;;21
866645;5/10/2022;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;YADIRA ANDRADE ZARATE-;CERRADO-NA;Incumplimiento de la garantía;Bien;Vestido de Gala para mujer ;170000;29/09/2022 0:00;19/10/2022;19/10/2022;19/10/2022;NO;;14
1003922;17/04/2023;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;INFORMAL;;US POLO ASSU;CERRADO-ICOM;Incumplimiento de la garantía;Bien;camibuso polo color salmon ;127000;7/03/2023 0:00;19/04/2023;19/04/2023;19/04/2023;NO;;2
665301;10/03/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Técnico;SI;INFORMAL;;celustar;CERRADO;Incumplimiento de la garantía;Bien;AURICULARES;15000;1/03/2022 0:00;17/03/2022;18/03/2022;18/03/2022;NO;;8
708924;26/04/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;NO;FORMAL;NIT;ESTACION DE SERVICIOS SAN MIGUEL S.A.S;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;TANQUEO DE GASOLINA QUE OCASIONA DAÑOS;INDETERMINADO;24/04/2022 0:00;28/04/2022;28/04/2022;28/04/2022;NO;;2
731221;17/05/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;LA ROCA;CERRADO;Incumplimiento contractual;Bien;COLCHON ;600000;28/10/2021 0:00;27/05/2022;27/05/2022;27/05/2022;NO;;10
859635;27/09/2022;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;PIJAOS MOTOS S.A.;CERRADO-NA;Incumplimiento de la garantía;Bien;Motocicleta  SUZUKI GIXXER 150 MODELO 2021;14325200;20/02/2021 0:00;11/10/2022;11/10/2022;11/10/2022;NO;;14
751880;8/06/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;DICRO FITNESS;CERRADO;Incumplimiento contractual;Bien;MULTIFUNCIONAL 6 EN UNO PARA HACER MASAJES;3500000;7/01/2022 0:00;14/06/2022;17/06/2022;17/06/2022;NO;;9
748483;6/06/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;RASTROS SHOES S.A.S;CERRADO;Ventas que utilizan métodos no tradicionales o a distancia;Bien;COMPRA DE CALZADO ;8571503;12/04/2021 0:00;14/06/2022;5/07/2022;5/07/2022;NO;;29
682021;28/03/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Incumplimiento en la entrega de la información mínima del bien o servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;compraventas el paisa;CERRADO;Incumplimiento contractual;Bien;JOYAS EMPEÑADAS;13000;15/10/2021 0:00;31/03/2022;31/03/2022;31/03/2022;NO;;3
598499;26/11/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;IMPORTCELL;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;DAÑO EN PANTALLA DE UN CELULAR;100000;26/11/2021 0:00;30/11/2021;6/12/2021;6/12/2021;NO;;10
542415;29/09/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;variedades artes de la sabana;CERRADO;Incumplimiento de la garantía;Bien;TELEVISOR 32 SMART KALLEY;560000;11/08/2020 0:00;5/10/2021;19/10/2021;19/10/2021;NO;;20
1060557;15/06/2023;CR ARMENIA;Casas del Consumidor Regional;QUINDIO;QUINDIO;ARMENIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;AUTOS Y CAMPEROS;CERRADO-ICIU;Incumplimiento contractual;Bien;vehículo marca Toyota línea fortuner color gris metálico modelo 2020 de placas GWO462 ;500000;9/06/2023 0:00;26/06/2023;26/06/2023;26/06/2023;NO;;11
1053773;8/06/2023;CR ARMENIA;Casas del Consumidor Regional;QUINDIO;QUINDIO;ARMENIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;No indica;Hombre;Bachiller              ;SI;FORMAL;NIT;CONSTRUCTORA CIUDADELA DEL CAFE;CERRADO-ICOM;Incumplimiento contractual;Bien;APARTAMENTO;15342014;22/08/2019 0:00;30/06/2023;30/06/2023;30/06/2023;NO;;22
478981;4/08/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;No indica;Hombre;Bachiller              ;SI;FORMAL;NIT;INTERLLANTAS;CERRADO;Incumplimiento de la garantía;Bien;llantas;920000;5/07/2021 0:00;10/08/2021;18/08/2021;18/08/2021;NO;;14
361236;1/03/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Calidad, Idoneidad y seguridad;Producto defectuoso;Ciudadano Atendido;41-59 años;Ninguna ;Desplazado;Mujer;Bachiller              ;SI;INFORMAL;;CONSULTA;CERRADO;Incumplimiento de la garantía;Bien;CONGELADOR CHALLENGER;1548000;16/02/2021 0:00;9/03/2021;19/07/2021;19/07/2021;NO;;140
593874;19/11/2021;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;WILLIAN QUIMBAYO;CERRADO;Incumplimiento contractual;Servicio;ESTUDIO FOTOGRAFICO;80000;31/10/2021 0:00;2/12/2021;2/12/2021;2/12/2021;NO;;13
463529;21/07/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;LLANTAS Y LLANTAS SINCELEJO;CERRADO;Incumplimiento de la garantía;Bien;llantas  165x70 13 champiro;299999;29/06/2021 0:00;28/07/2021;27/07/2021;27/07/2021;NO;;6
519543;9/09/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;MAGNO MOTOS;CERRADO;Incumplimiento contractual;Bien;CULATA  ECO 100 SPLANDOR COMPLETA;134900;9/09/2021 0:00;10/09/2021;28/09/2021;28/09/2021;NO;;19
539087;27/09/2021;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;ALMACEL LOS SUZUKI;CERRADO;Incumplimiento de la garantía;Bien;BOMBA DE LUBRICACION DE UN VEHICULO;405000;6/08/2021 0:00;5/10/2021;4/10/2021;4/10/2021;NO;;7
625943;2/02/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Desplazado;Mujer;Bachiller              ;SI;INFORMAL;;VARIEDADES MOISES ;CERRADO;Incumplimiento de la garantía;Bien;2. televisores usados  ;900000;23/11/2021 0:00;8/02/2022;9/02/2022;9/02/2022;NO;;7
669741;15/03/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;MATERIALES EMO;CERRADO;Incumplimiento de la garantía;Bien;cerámicas ;4300000;14/10/2021 0:00;23/03/2022;23/03/2022;23/03/2022;NO;;8
770594;30/06/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC COMUNICACIONES;Facturación / Saldos;Vigencia y transferencia de saldos;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;emo materiales;CERRADO;Derecho de Retracto;Bien;cerámicas;904000;21/06/2022 0:00;5/07/2022;5/07/2022;5/07/2022;NO;;5
760281;16/06/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;ALMACENES OPORTUNIDADES;CERRADO;Incumplimiento de la garantía;Bien;NEVERA HACEB AUSTRIA 304 CE;1569747;13/11/2020 0:00;22/06/2022;23/06/2022;23/06/2022;NO;;7
798419;29/07/2022;CR SINCELEJO;Casas del Consumidor Regional;SUCRE;SUCRE;SINCELEJO;ARREGLO DIRECTO;SIC;Turismo;Tiquetes;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Técnico;SI;INFORMAL;;turismo del morrosquillo;CERRADO;Servicios turísticos;Servicio;PAQUETE PASAJES AEREOS;8624800;18/12/2021 0:00;1/08/2022;2/08/2022;2/08/2022;NO;;4
